Mode,focal_length,image_width,image_height,cx,cy,aspect_ratio,k1,k2,t1,t2,k3,End
1080p-120fps-wide,900,1920,1080,959.5,539.5,1,-0.25,0.06,0,0,0,0
1440p-80fps-wide,883.316715,1920,1440,959.5,719.5,1,-0.255847,0.081224,0,0,0,0
1440p-80fps-wide (Fisheye),4,1920,1440,0.999938379179311,-0.016187871855188,0.016810280637347,718.4445375924397,977.1355515393601,-8.477755708037934e2,0,0.000003883048139e2,-0.000000001510688e2,0.000000000000937e2,0.023985653458955e3,0.203838160012703e3,0.734981309550883e3,1.410692016597674e3,1.452954876183546e3,0.695737475972601e3,0.173495542578852e3,1.092192190554513e3,1.509061883254690e3
2.7k-60fps-wide (Fisheye),4,2704,1520,0.999289595465724,-0.006963540857230,0.007533029275197,7.669108374384379e+02,1.352406563245692e+03,-1.234767106495970e3,0,0.000000233157305e3,-0.000000000021227e3,0.000000000000014e3,0.003495935840111e3,-0.000934751560414e3,-0.079964826002906e3,-0.160849381110099e3,0.072387040959304e3,1.641972973579676e3,2.202560631107756e3
4k-30fps-wide (Fisheye),4,3840,2160,0.999855446730588,-0.007072428051427,0.007617267596385,1.088937028247496e+03,1.920792960011589e+03,-1.750339352554267e3,0,0.000000156358120e3,-0.000000000000341e3,0.000000000000001e3,0.012712262204542e3,0.092259347275331e3,0.377119290809140e3,0.901910976373143e3,2.835853284356173e3,3.250686093619848e3
2.7K-60fps-medium,1788,2704,1520,1351.5,759.5,1,-0.2583,0.0770,0,0,0,0
2.7k 4:3-30fps-wide (Fisheye),5.8,2704,2028,1.002479612109967,-0.002436317109822,0.003442834555677,9.999567386181384e+02,1.374413779158510e+03,-1.186451177097442e3,0,0.000000248481215e3,-0.000000000042082e3,0.000000000000027e3,0.027027547457438e3,0.204554974397187e3,0.602623784593015e3,0.824181901959244e3,0.477441395049410e3,0.148197002949612e3,1.446621729059608e3,2.067405921832096e3
1080p-30fps-wide (Fisheye),4,1920,1080,1.007781524689579,-0.003542483075365,0.003742925400506,5.313744653721496e+02,9.760901992270241e+02,-8.782338276361955e2,0,0.000003102319339e2,0.000000000032907e2,0.000000000000103e2,0.005078009041660e3,0.032201672029899e3,0.134345783049311e3,0.351984725390143e3,1.334363515806159e3,1.600733049338611e3
960p-60fps-wide (Fisheye),5,1280,960,0.999446991404943,-0.001094974428309,0.001149761071764,4.726683719824036e+02,6.506339006993075e+02,-5.612277003834659e2,0,0.000004846941429e2,0.000000000028547e2,0.000000000000354e2,0.003928536711933e3,0.025801577482894e3,0.103206799918244e3,0.255378726383932e3,0.880152554349658e3,1.032908332215831e3
720p-60fps-wide (Fisheye),4,1280,720,0.999772046685620,0.002911897081038,-0.002638157541992,3.517153276518804e+02,6.508131998317431e+02,-5.839327530779753e2,0,0.000004546856744e2,0.000000000271871e2,0.000000000000303e2,0.004564589316356e3,0.025087086078785e3,0.088378251137011e3,0.220820620779890e3,0.873586671326510e3,1.060824939018812e3
WVGA-240fps-wide (Fisheye),4,848,480,1.006134958833511,-3.294295058161427e-04,5.270098550859433e-04,2.355247543774561e+02,4.308256491888478e+02,-3.874821106938145e2,0,0.000007030006369e2,0.000000000073133e2,0.000000000001439e2,0.016660776634262e2,0.102341271571253e2,0.485609841775483e2,1.413458342092289e2,5.800891528406308e2,7.042820095894670e2
1080p-120fps-narrow,1780,1920,1080,959.5,539.5,1,-0.255,-.07,0,0,.3,0
2.7k-wide (CMei),2473.025146484375,2716,1440,1349.735107421875,747.71044921875,1.,-0.0768333375453949,0.10318359732627869,0.0007900007185526192,0.000705500366166234,1.0202515071899636
2.7k-medium (CMei),3322.025390625,2716,1440,1350.9864501953125,737.95703125,1.,-0.17157737910747528,0.05797485262155533,-0.0012802312849089503,-0.002134671900421381,0.877809999270237
